system:index,.geo
1087,"{""type"":""Point"",""coordinates"":[-110.7366961863424,39.10333486589674]}"
1088,"{""type"":""Point"",""coordinates"":[-111.3348417547461,44.150464021578]}"
1089,"{""type"":""Point"",""coordinates"":[-118.99058443158111,48.728965496723475]}"
1090,"{""type"":""Point"",""coordinates"":[-107.26109712097713,42.61553503761207]}"
1091,"{""type"":""Point"",""coordinates"":[-109.61404814925966,40.9653136393844]}"
1092,"{""type"":""Point"",""coordinates"":[-105.72099677533987,35.47575948828716]}"
1093,"{""type"":""Point"",""coordinates"":[-112.61553987689403,46.994417570791235]}"
1094,"{""type"":""Point"",""coordinates"":[-112.59164735902762,36.64761397761751]}"
1095,"{""type"":""Point"",""coordinates"":[-104.89161762465868,37.46777906833121]}"
1096,"{""type"":""Point"",""coordinates"":[-105.23457065042426,39.683899460072375]}"
1097,"{""type"":""Point"",""coordinates"":[-113.41711282558397,44.57300338936439]}"
1098,"{""type"":""Point"",""coordinates"":[-112.8312143206019,47.07226525639787]}"
1099,"{""type"":""Point"",""coordinates"":[-110.90945854137458,38.26909990115556]}"
1100,"{""type"":""Point"",""coordinates"":[-112.83681766189686,46.293977937708]}"
1101,"{""type"":""Point"",""coordinates"":[-110.03321999891806,43.92185773774965]}"
1102,"{""type"":""Point"",""coordinates"":[-109.88061231873311,42.31793996162285]}"
1103,"{""type"":""Point"",""coordinates"":[-111.65003353063761,43.276513882584545]}"
1104,"{""type"":""Point"",""coordinates"":[-110.24863225174578,41.40507295926099]}"
1105,"{""type"":""Point"",""coordinates"":[-107.95321346409094,42.32246092835269]}"
1106,"{""type"":""Point"",""coordinates"":[-109.06504185740398,39.211100460795926]}"
1107,"{""type"":""Point"",""coordinates"":[-111.10568873790147,45.25313558052604]}"
1108,"{""type"":""Point"",""coordinates"":[-106.32664936523591,35.83313524211101]}"
1109,"{""type"":""Point"",""coordinates"":[-107.60125758253857,38.06737201280292]}"
1110,"{""type"":""Point"",""coordinates"":[-106.78269306088778,42.308876872033736]}"
1111,"{""type"":""Point"",""coordinates"":[-113.65624984124418,44.94220140421006]}"
1112,"{""type"":""Point"",""coordinates"":[-106.39614883642977,36.50733038232126]}"
1113,"{""type"":""Point"",""coordinates"":[-109.32071389271013,42.463186943386965]}"
1114,"{""type"":""Point"",""coordinates"":[-104.79975052602215,37.13282618274211]}"
1115,"{""type"":""Point"",""coordinates"":[-107.26701839833437,43.75620175973596]}"
1116,"{""type"":""Point"",""coordinates"":[-108.01249734180998,39.61329661392882]}"
1117,"{""type"":""Point"",""coordinates"":[-107.63433951306125,43.629450434865205]}"
1118,"{""type"":""Point"",""coordinates"":[-111.67215362865463,45.95788153726511]}"
1119,"{""type"":""Point"",""coordinates"":[-109.41626567055323,44.31425417583681]}"
1120,"{""type"":""Point"",""coordinates"":[-107.19285512337392,41.817136735773154]}"
1121,"{""type"":""Point"",""coordinates"":[-105.98579685731019,41.497280193397174]}"
1122,"{""type"":""Point"",""coordinates"":[-106.12019767033219,39.50919133213454]}"
1123,"{""type"":""Point"",""coordinates"":[-105.38684679445187,38.6106218036274]}"
1124,"{""type"":""Point"",""coordinates"":[-106.91859513617878,36.27619494693471]}"
1125,"{""type"":""Point"",""coordinates"":[-106.9567097402877,37.747461016105966]}"
1126,"{""type"":""Point"",""coordinates"":[-105.26705854844806,36.992562133832266]}"
1127,"{""type"":""Point"",""coordinates"":[-109.93652563846425,44.362914914015604]}"
1128,"{""type"":""Point"",""coordinates"":[-110.06728612116024,45.3444874303716]}"
1129,"{""type"":""Point"",""coordinates"":[-110.41266352379404,44.09889691904238]}"
1130,"{""type"":""Point"",""coordinates"":[-107.03258701069782,41.04407854132413]}"
1131,"{""type"":""Point"",""coordinates"":[-110.90957954887179,39.312868020388706]}"
1132,"{""type"":""Point"",""coordinates"":[-108.45982978564399,38.4958300412215]}"
1133,"{""type"":""Point"",""coordinates"":[-108.43611896604736,38.354902883737296]}"
1134,"{""type"":""Point"",""coordinates"":[-107.82061692377721,38.45752932822262]}"
1135,"{""type"":""Point"",""coordinates"":[-108.2536015602148,44.10212331422127]}"
1136,"{""type"":""Point"",""coordinates"":[-109.48505859986483,45.12139092015627]}"
1137,"{""type"":""Point"",""coordinates"":[-107.42053530446313,42.59524815412902]}"
1138,"{""type"":""Point"",""coordinates"":[-106.65913778630848,40.97063195414058]}"
1139,"{""type"":""Point"",""coordinates"":[-110.79080096768865,40.429595417742114]}"
1140,"{""type"":""Point"",""coordinates"":[-108.14765290496035,41.83923909620275]}"
1141,"{""type"":""Point"",""coordinates"":[-107.46194022989714,37.95003517357389]}"
1142,"{""type"":""Point"",""coordinates"":[-107.69869967960459,39.88422100528265]}"
1143,"{""type"":""Point"",""coordinates"":[-106.40071905765473,40.576813820469866]}"
1144,"{""type"":""Point"",""coordinates"":[-110.36924474648602,39.788908648644345]}"
1145,"{""type"":""Point"",""coordinates"":[-109.63204652379567,42.79156914288476]}"
1146,"{""type"":""Point"",""coordinates"":[-110.58224207485004,37.97507207091178]}"
1147,"{""type"":""Point"",""coordinates"":[-109.1714088610563,40.36355393578176]}"
1148,"{""type"":""Point"",""coordinates"":[-113.76433698603947,44.69739842384559]}"
1149,"{""type"":""Point"",""coordinates"":[-113.47716894899503,45.09187258281717]}"
1150,"{""type"":""Point"",""coordinates"":[-105.32241421973153,40.18683287418189]}"
1151,"{""type"":""Point"",""coordinates"":[-111.16052550525188,38.5290001086714]}"
1152,"{""type"":""Point"",""coordinates"":[-112.52773476009662,36.88605568813401]}"
1153,"{""type"":""Point"",""coordinates"":[-118.85854363257874,48.24794200746122]}"
1154,"{""type"":""Point"",""coordinates"":[-106.54423829397693,40.8656489608643]}"
1155,"{""type"":""Point"",""coordinates"":[-108.00923016934932,44.03407087881486]}"
1156,"{""type"":""Point"",""coordinates"":[-109.02962252571216,38.24542453007094]}"
1157,"{""type"":""Point"",""coordinates"":[-109.933179752274,44.98214396743081]}"
1158,"{""type"":""Point"",""coordinates"":[-108.42183537636949,44.56810203332535]}"
1159,"{""type"":""Point"",""coordinates"":[-113.46178744190331,45.6290877286071]}"
1160,"{""type"":""Point"",""coordinates"":[-110.60856281301399,39.11060339902704]}"
1161,"{""type"":""Point"",""coordinates"":[-113.16133187896413,36.98835547569541]}"
1162,"{""type"":""Point"",""coordinates"":[-117.20992233050318,48.231851082238734]}"
1163,"{""type"":""Point"",""coordinates"":[-105.4625475399161,37.68585686260072]}"
1164,"{""type"":""Point"",""coordinates"":[-106.40884698961081,37.23201992733759]}"
1165,"{""type"":""Point"",""coordinates"":[-104.32695371515638,44.18376165451196]}"
1166,"{""type"":""Point"",""coordinates"":[-115.4875820712618,48.094045907922734]}"
1167,"{""type"":""Point"",""coordinates"":[-109.3258030671517,39.04232115739638]}"
1168,"{""type"":""Point"",""coordinates"":[-107.6554763119468,44.39056424218284]}"
1169,"{""type"":""Point"",""coordinates"":[-109.6818490519519,44.7889537811355]}"
1170,"{""type"":""Point"",""coordinates"":[-110.6189980437049,37.06262091429131]}"
1171,"{""type"":""Point"",""coordinates"":[-109.2425516840607,44.433730396492884]}"
1172,"{""type"":""Point"",""coordinates"":[-109.65824970525605,39.830611047074804]}"
1173,"{""type"":""Point"",""coordinates"":[-105.41774165105885,42.08130021857794]}"
1174,"{""type"":""Point"",""coordinates"":[-108.4335013654714,38.64755950647317]}"
1175,"{""type"":""Point"",""coordinates"":[-114.6223119718861,46.76322922511393]}"
1176,"{""type"":""Point"",""coordinates"":[-113.02104377100939,44.83457114556458]}"
1177,"{""type"":""Point"",""coordinates"":[-115.87784007774276,47.02374361358268]}"
1178,"{""type"":""Point"",""coordinates"":[-103.82414507712954,43.45504963003507]}"
1179,"{""type"":""Point"",""coordinates"":[-105.03582745840103,38.01758085283222]}"
1180,"{""type"":""Point"",""coordinates"":[-105.85351669880812,38.34964704940728]}"
1181,"{""type"":""Point"",""coordinates"":[-111.3444895635305,38.65013003717766]}"
1182,"{""type"":""Point"",""coordinates"":[-112.39972390055658,44.77390964824987]}"
1183,"{""type"":""Point"",""coordinates"":[-105.02455047391862,37.8641448919661]}"
1184,"{""type"":""Point"",""coordinates"":[-111.17659555875093,45.94602362538156]}"
1185,"{""type"":""Point"",""coordinates"":[-106.35019901033758,41.028654021996246]}"
1186,"{""type"":""Point"",""coordinates"":[-107.23655237445595,41.59017423203353]}"
1187,"{""type"":""Point"",""coordinates"":[-110.54541228908614,42.96904205526997]}"
1188,"{""type"":""Point"",""coordinates"":[-116.03257835563397,48.98066881395056]}"
1189,"{""type"":""Point"",""coordinates"":[-117.38548213456782,48.7962949914652]}"
1190,"{""type"":""Point"",""coordinates"":[-112.00635908549565,45.77140199275266]}"
1191,"{""type"":""Point"",""coordinates"":[-112.7628306711241,36.759363563148696]}"
1192,"{""type"":""Point"",""coordinates"":[-106.25657245589251,38.35335487155839]}"
1193,"{""type"":""Point"",""coordinates"":[-118.3010598116108,48.238340106714915]}"
1194,"{""type"":""Point"",""coordinates"":[-105.50807395458936,35.654664361384235]}"
1195,"{""type"":""Point"",""coordinates"":[-109.67092154295977,45.207123873379366]}"
1196,"{""type"":""Point"",""coordinates"":[-108.42038658741593,38.03658187396182]}"
1197,"{""type"":""Point"",""coordinates"":[-119.0422959394088,48.691811601359376]}"
1198,"{""type"":""Point"",""coordinates"":[-107.91223987770451,39.9058667353708]}"
1199,"{""type"":""Point"",""coordinates"":[-113.18453677535449,47.00267793893971]}"
1200,"{""type"":""Point"",""coordinates"":[-113.16419219890818,36.76373580013568]}"
1201,"{""type"":""Point"",""coordinates"":[-108.98753258272797,37.98549221913992]}"
1202,"{""type"":""Point"",""coordinates"":[-105.91102675994972,42.05698999901246]}"
1203,"{""type"":""Point"",""coordinates"":[-119.1157747574806,48.9548744231863]}"
1204,"{""type"":""Point"",""coordinates"":[-116.16306377657779,47.28405193425608]}"
1205,"{""type"":""Point"",""coordinates"":[-110.68912309588357,45.55259055607051]}"
1206,"{""type"":""Point"",""coordinates"":[-112.63431214507669,36.86816522355483]}"
1207,"{""type"":""Point"",""coordinates"":[-116.91176048976602,48.999369803498944]}"
1208,"{""type"":""Point"",""coordinates"":[-108.28159885704736,40.95591041686863]}"
1209,"{""type"":""Point"",""coordinates"":[-110.23953579037114,37.614502370654925]}"
1210,"{""type"":""Point"",""coordinates"":[-107.9339186744849,37.791073310256834]}"
1211,"{""type"":""Point"",""coordinates"":[-109.3846056845548,43.43530368326]}"
1212,"{""type"":""Point"",""coordinates"":[-109.497198727693,37.762583367189556]}"
1213,"{""type"":""Point"",""coordinates"":[-109.91970683896177,44.563677749378506]}"
1214,"{""type"":""Point"",""coordinates"":[-106.66391684657017,42.21529942939495]}"
1215,"{""type"":""Point"",""coordinates"":[-115.72850329592612,46.960738945816324]}"
1216,"{""type"":""Point"",""coordinates"":[-115.66970202732735,46.57304812252623]}"
1217,"{""type"":""Point"",""coordinates"":[-105.65946153419905,41.79783191969076]}"
1218,"{""type"":""Point"",""coordinates"":[-106.56829838608559,40.82143830961323]}"
1219,"{""type"":""Point"",""coordinates"":[-108.22630275323634,39.29860450703064]}"
1220,"{""type"":""Point"",""coordinates"":[-105.2310622205249,41.29912225962389]}"
1221,"{""type"":""Point"",""coordinates"":[-116.26386148304027,48.686396321812985]}"
1222,"{""type"":""Point"",""coordinates"":[-111.54401361776563,46.37553977642732]}"
1223,"{""type"":""Point"",""coordinates"":[-113.02934957604188,46.33243959453317]}"
1224,"{""type"":""Point"",""coordinates"":[-110.87994336428464,39.379827636203515]}"
1225,"{""type"":""Point"",""coordinates"":[-105.20149072508072,41.73844733883898]}"
1226,"{""type"":""Point"",""coordinates"":[-109.10613459169562,38.366975658218784]}"
1227,"{""type"":""Point"",""coordinates"":[-106.96819421966748,40.5056797374592]}"
1228,"{""type"":""Point"",""coordinates"":[-107.84001270454067,43.019606147126694]}"
1229,"{""type"":""Point"",""coordinates"":[-106.12386825281547,38.81373974571407]}"
1230,"{""type"":""Point"",""coordinates"":[-108.80549179727035,37.563484026074136]}"
1231,"{""type"":""Point"",""coordinates"":[-112.87074745144726,36.76530240273352]}"
1232,"{""type"":""Point"",""coordinates"":[-106.06161392659634,41.511777694069515]}"
1233,"{""type"":""Point"",""coordinates"":[-111.62910371708296,46.26630402120945]}"
1234,"{""type"":""Point"",""coordinates"":[-107.63283494011216,41.161911436713254]}"
1235,"{""type"":""Point"",""coordinates"":[-110.79850605688682,43.76464199015603]}"
1236,"{""type"":""Point"",""coordinates"":[-108.04583978282429,38.536693937687474]}"
1237,"{""type"":""Point"",""coordinates"":[-112.63282916764462,37.37635644794911]}"
1238,"{""type"":""Point"",""coordinates"":[-112.0576915309682,37.51784691009749]}"
1239,"{""type"":""Point"",""coordinates"":[-109.27387305654175,37.24812242150871]}"
1240,"{""type"":""Point"",""coordinates"":[-111.23753576830637,41.558867288612106]}"
1241,"{""type"":""Point"",""coordinates"":[-106.15999442360436,38.857831070292306]}"
1242,"{""type"":""Point"",""coordinates"":[-108.07249862131073,41.82596202709861]}"
1243,"{""type"":""Point"",""coordinates"":[-107.70750426390781,38.23095517841368]}"
1244,"{""type"":""Point"",""coordinates"":[-108.12205353388484,43.07869522302395]}"
1245,"{""type"":""Point"",""coordinates"":[-108.41446338497788,42.877318605329904]}"
1246,"{""type"":""Point"",""coordinates"":[-109.25533346090123,43.65756600440867]}"
1247,"{""type"":""Point"",""coordinates"":[-109.80429881840574,44.85255694084735]}"
1248,"{""type"":""Point"",""coordinates"":[-113.21253865879115,37.446751656614275]}"
1249,"{""type"":""Point"",""coordinates"":[-110.83994964324484,38.93580133421411]}"
1250,"{""type"":""Point"",""coordinates"":[-111.43414183150222,43.08403716934226]}"
1251,"{""type"":""Point"",""coordinates"":[-112.63799034068263,44.15396024788008]}"
1252,"{""type"":""Point"",""coordinates"":[-110.00737222359128,42.10433477785953]}"
1253,"{""type"":""Point"",""coordinates"":[-110.58992281686224,47.46201917944844]}"
1254,"{""type"":""Point"",""coordinates"":[-108.62128978039021,39.419888313994136]}"
1255,"{""type"":""Point"",""coordinates"":[-116.817042453446,46.91140762968299]}"
1256,"{""type"":""Point"",""coordinates"":[-110.05116605951659,36.96089359890382]}"
1257,"{""type"":""Point"",""coordinates"":[-104.87121377057785,36.73154190029477]}"
1258,"{""type"":""Point"",""coordinates"":[-108.40618965594817,41.723617532336675]}"
1259,"{""type"":""Point"",""coordinates"":[-116.19966627798516,47.95705463283935]}"
1260,"{""type"":""Point"",""coordinates"":[-110.48648494494743,41.553007508285326]}"
1261,"{""type"":""Point"",""coordinates"":[-112.87218893397831,46.76657545472753]}"
1262,"{""type"":""Point"",""coordinates"":[-112.71139058527142,46.88240819414191]}"
1263,"{""type"":""Point"",""coordinates"":[-108.04158465213354,41.84220125492654]}"
1264,"{""type"":""Point"",""coordinates"":[-105.60992441508517,42.67291456287394]}"
1265,"{""type"":""Point"",""coordinates"":[-109.82756019081735,39.60112132368245]}"
1266,"{""type"":""Point"",""coordinates"":[-108.52409309329455,37.58277761825265]}"
1267,"{""type"":""Point"",""coordinates"":[-109.58554510816401,39.71046157536798]}"
1268,"{""type"":""Point"",""coordinates"":[-107.84540944961006,39.40125959436538]}"
1269,"{""type"":""Point"",""coordinates"":[-109.50135789417017,39.17914485531601]}"
1270,"{""type"":""Point"",""coordinates"":[-111.0269855008547,42.77515291039008]}"
1271,"{""type"":""Point"",""coordinates"":[-109.21253824716194,46.89095616037077]}"
1272,"{""type"":""Point"",""coordinates"":[-108.33841856121663,39.13917641892731]}"
1273,"{""type"":""Point"",""coordinates"":[-104.17739290594491,44.053804961193016]}"
1274,"{""type"":""Point"",""coordinates"":[-105.90341346894566,38.902698247632856]}"
1275,"{""type"":""Point"",""coordinates"":[-104.68014535128616,44.44081874747921]}"
1276,"{""type"":""Point"",""coordinates"":[-106.2279838828477,42.07099035049818]}"
1277,"{""type"":""Point"",""coordinates"":[-107.86142463597054,44.87359725050673]}"
1278,"{""type"":""Point"",""coordinates"":[-110.74675011371518,42.52719641086233]}"
1279,"{""type"":""Point"",""coordinates"":[-110.26227143157429,36.93414719538356]}"
1280,"{""type"":""Point"",""coordinates"":[-115.13237644542686,46.82643838577836]}"
1281,"{""type"":""Point"",""coordinates"":[-109.24796000201738,42.678785166225126]}"
1282,"{""type"":""Point"",""coordinates"":[-111.27634211769359,42.85789282150392]}"
1283,"{""type"":""Point"",""coordinates"":[-111.60875962988254,44.81242308213566]}"
1284,"{""type"":""Point"",""coordinates"":[-106.42286902274068,37.48578934378719]}"
1285,"{""type"":""Point"",""coordinates"":[-109.78073929059703,39.51251398834129]}"
1286,"{""type"":""Point"",""coordinates"":[-110.5707809757777,39.68161457415218]}"
1287,"{""type"":""Point"",""coordinates"":[-106.99046446025288,37.6698495704826]}"
1288,"{""type"":""Point"",""coordinates"":[-110.71170658482949,43.8948861267821]}"
1289,"{""type"":""Point"",""coordinates"":[-116.30684841207429,47.1949316561301]}"
1290,"{""type"":""Point"",""coordinates"":[-104.46157100316992,44.42138616075815]}"
1291,"{""type"":""Point"",""coordinates"":[-116.13893887448748,47.46222633200559]}"
1292,"{""type"":""Point"",""coordinates"":[-107.20142885433829,37.73393248794362]}"
1293,"{""type"":""Point"",""coordinates"":[-110.62578487275847,38.254718012839824]}"
1294,"{""type"":""Point"",""coordinates"":[-109.62652895920893,37.04205642984386]}"
1295,"{""type"":""Point"",""coordinates"":[-105.78247585354156,40.79675885133673]}"
1296,"{""type"":""Point"",""coordinates"":[-110.6605120925156,37.665282817285664]}"
1297,"{""type"":""Point"",""coordinates"":[-108.1288779581727,43.99950290024302]}"
1298,"{""type"":""Point"",""coordinates"":[-109.13841053781566,39.4837031613725]}"
1299,"{""type"":""Point"",""coordinates"":[-109.50545584242188,39.5333201307626]}"
1300,"{""type"":""Point"",""coordinates"":[-106.82118391548642,39.43830096969603]}"
1301,"{""type"":""Point"",""coordinates"":[-105.60087626818776,42.487748833935456]}"
1302,"{""type"":""Point"",""coordinates"":[-104.16790143319055,44.73910001371748]}"
1303,"{""type"":""Point"",""coordinates"":[-105.79990114799888,38.48211408216246]}"
1304,"{""type"":""Point"",""coordinates"":[-105.46192921542647,40.939968152991234]}"
1305,"{""type"":""Point"",""coordinates"":[-105.26158813073543,35.8328125142125]}"
1306,"{""type"":""Point"",""coordinates"":[-109.25651019764985,37.533954949366866]}"
1307,"{""type"":""Point"",""coordinates"":[-103.61266976883086,44.248797694448925]}"
1308,"{""type"":""Point"",""coordinates"":[-114.41910337669883,48.09417243674098]}"
1309,"{""type"":""Point"",""coordinates"":[-106.7552605521618,39.41660812147877]}"
1310,"{""type"":""Point"",""coordinates"":[-105.314121969726,40.561061247931164]}"
1311,"{""type"":""Point"",""coordinates"":[-110.27873612533497,37.52243389653671]}"
1312,"{""type"":""Point"",""coordinates"":[-106.61910073399432,40.422447930775256]}"
1313,"{""type"":""Point"",""coordinates"":[-110.40232225927959,42.363289829545806]}"
1314,"{""type"":""Point"",""coordinates"":[-113.94010198098971,45.23874754576419]}"
1315,"{""type"":""Point"",""coordinates"":[-106.72652519396617,37.88444724103567]}"
1316,"{""type"":""Point"",""coordinates"":[-112.16648854689092,45.71989543818848]}"
1317,"{""type"":""Point"",""coordinates"":[-105.23423688926007,36.724928623285834]}"
1318,"{""type"":""Point"",""coordinates"":[-115.01008250472232,47.18872102832445]}"
1319,"{""type"":""Point"",""coordinates"":[-110.39233621870946,42.72996418407878]}"
1320,"{""type"":""Point"",""coordinates"":[-107.37169853817855,44.65292397972386]}"
1321,"{""type"":""Point"",""coordinates"":[-118.42757248424977,48.63797219221569]}"
1322,"{""type"":""Point"",""coordinates"":[-109.79892705339029,42.36344423684541]}"
1323,"{""type"":""Point"",""coordinates"":[-106.81858570567766,43.15688559324882]}"
1324,"{""type"":""Point"",""coordinates"":[-108.85533771905769,40.260092380432916]}"
1325,"{""type"":""Point"",""coordinates"":[-106.0970827705352,41.40556944988224]}"
1326,"{""type"":""Point"",""coordinates"":[-107.91386206618706,45.10299060541001]}"
1327,"{""type"":""Point"",""coordinates"":[-110.20679088772549,36.70880085161277]}"
1328,"{""type"":""Point"",""coordinates"":[-115.13372417505425,48.22675696987879]}"
1329,"{""type"":""Point"",""coordinates"":[-109.36426912287769,38.14473198228909]}"
1330,"{""type"":""Point"",""coordinates"":[-107.0437632735024,39.54263106705504]}"
1331,"{""type"":""Point"",""coordinates"":[-110.84747348096714,44.729212035537664]}"
1332,"{""type"":""Point"",""coordinates"":[-110.89456162659629,41.31721001293087]}"
1333,"{""type"":""Point"",""coordinates"":[-104.38028293079994,44.47137163271951]}"
1334,"{""type"":""Point"",""coordinates"":[-106.97992525027165,42.39388883618738]}"
1335,"{""type"":""Point"",""coordinates"":[-110.9492581704827,39.276784464500366]}"
1336,"{""type"":""Point"",""coordinates"":[-107.02701192039412,43.68324481251933]}"
1337,"{""type"":""Point"",""coordinates"":[-111.71592563075292,37.024538243665155]}"
1338,"{""type"":""Point"",""coordinates"":[-107.8982616216586,41.886285402446916]}"
1339,"{""type"":""Point"",""coordinates"":[-107.02365892465485,39.27580735325843]}"
1340,"{""type"":""Point"",""coordinates"":[-108.0656333971158,43.34663983947828]}"
1341,"{""type"":""Point"",""coordinates"":[-109.98696284257767,43.91101859645278]}"
1342,"{""type"":""Point"",""coordinates"":[-114.0484821281693,46.57817340302603]}"
1343,"{""type"":""Point"",""coordinates"":[-111.0390343422633,36.83987680548801]}"
1344,"{""type"":""Point"",""coordinates"":[-108.6089567866014,41.381351864735]}"
1345,"{""type"":""Point"",""coordinates"":[-105.3076915110926,40.26779051215246]}"
1346,"{""type"":""Point"",""coordinates"":[-115.761866381679,48.17454267707276]}"
1347,"{""type"":""Point"",""coordinates"":[-108.03891287867707,39.40179803994005]}"
1348,"{""type"":""Point"",""coordinates"":[-116.26163687683129,48.92695787463097]}"
1349,"{""type"":""Point"",""coordinates"":[-113.95199564142087,44.336176543798935]}"
1350,"{""type"":""Point"",""coordinates"":[-108.81156836064676,43.95109922747266]}"
1351,"{""type"":""Point"",""coordinates"":[-103.70702907242162,43.96046505946716]}"
1352,"{""type"":""Point"",""coordinates"":[-106.4493399446026,42.31005044910261]}"
1353,"{""type"":""Point"",""coordinates"":[-114.34509754959777,46.99042933090662]}"
1354,"{""type"":""Point"",""coordinates"":[-108.2201350135343,41.340569701035655]}"
1355,"{""type"":""Point"",""coordinates"":[-105.7856291616926,40.69329548630417]}"
1356,"{""type"":""Point"",""coordinates"":[-114.99149896236078,47.46523542660108]}"
1357,"{""type"":""Point"",""coordinates"":[-111.38744883383947,38.66917696566615]}"
1358,"{""type"":""Point"",""coordinates"":[-112.94079758131186,45.1389733187831]}"
1359,"{""type"":""Point"",""coordinates"":[-106.54884847760013,38.56157049261261]}"
1360,"{""type"":""Point"",""coordinates"":[-103.5062380400945,44.13231650803688]}"
1361,"{""type"":""Point"",""coordinates"":[-105.7017922787952,41.91468220752039]}"
1362,"{""type"":""Point"",""coordinates"":[-113.28381774363174,37.18976466851977]}"
1363,"{""type"":""Point"",""coordinates"":[-110.26776746348513,44.31823656419726]}"
1364,"{""type"":""Point"",""coordinates"":[-111.1549284708696,39.4682789942379]}"
1365,"{""type"":""Point"",""coordinates"":[-118.84128700491183,48.82100270458603]}"
1366,"{""type"":""Point"",""coordinates"":[-109.14256313473695,44.996237036653525]}"
1367,"{""type"":""Point"",""coordinates"":[-111.03395754763567,42.5040715444683]}"
1368,"{""type"":""Point"",""coordinates"":[-107.18329081442452,39.01343742627468]}"
1369,"{""type"":""Point"",""coordinates"":[-110.90504624363072,39.692035202004504]}"
1370,"{""type"":""Point"",""coordinates"":[-106.7626612854477,40.451431688916585]}"
1371,"{""type"":""Point"",""coordinates"":[-103.68252179178592,44.12550740568692]}"
1372,"{""type"":""Point"",""coordinates"":[-110.90735688100145,37.66262733828549]}"
1373,"{""type"":""Point"",""coordinates"":[-106.86732761029897,35.661281916137874]}"
1374,"{""type"":""Point"",""coordinates"":[-103.89488025635922,43.481238431449626]}"
1375,"{""type"":""Point"",""coordinates"":[-117.54886419089956,48.878407014130424]}"
1376,"{""type"":""Point"",""coordinates"":[-106.86994628379743,42.00919978915141]}"
1377,"{""type"":""Point"",""coordinates"":[-107.03639768234568,36.75061426072128]}"
1378,"{""type"":""Point"",""coordinates"":[-109.97822448064854,44.31538034516347]}"
1379,"{""type"":""Point"",""coordinates"":[-110.9550461432433,39.25370571833462]}"
1380,"{""type"":""Point"",""coordinates"":[-106.46738169466666,41.06275423031542]}"
1381,"{""type"":""Point"",""coordinates"":[-105.78606293840453,39.669925129505295]}"
1382,"{""type"":""Point"",""coordinates"":[-116.46093030494491,47.510294365745835]}"
1383,"{""type"":""Point"",""coordinates"":[-112.6283252260608,45.38300303288777]}"
1384,"{""type"":""Point"",""coordinates"":[-106.19426028185119,40.97949482477192]}"
1385,"{""type"":""Point"",""coordinates"":[-111.05919342569838,46.98537565134626]}"
1386,"{""type"":""Point"",""coordinates"":[-111.55495381288641,45.308740222749655]}"
1387,"{""type"":""Point"",""coordinates"":[-111.20602142156592,47.04233400269391]}"
1388,"{""type"":""Point"",""coordinates"":[-107.65121709501527,39.79223603345955]}"
1389,"{""type"":""Point"",""coordinates"":[-106.13382965175555,36.41423943201437]}"
1390,"{""type"":""Point"",""coordinates"":[-103.92860105401944,44.32592299445635]}"
1391,"{""type"":""Point"",""coordinates"":[-112.18081785673274,37.59473083165265]}"
1392,"{""type"":""Point"",""coordinates"":[-110.58182117588332,38.50036523561399]}"
1393,"{""type"":""Point"",""coordinates"":[-106.88349956234735,37.33505604322601]}"
1394,"{""type"":""Point"",""coordinates"":[-114.92895199198048,46.7271249222772]}"
1395,"{""type"":""Point"",""coordinates"":[-109.20730709935867,42.32239591381373]}"
1396,"{""type"":""Point"",""coordinates"":[-111.19623143694554,45.12188624036868]}"
1397,"{""type"":""Point"",""coordinates"":[-111.36378825959717,44.385317036648054]}"
1398,"{""type"":""Point"",""coordinates"":[-106.3091874863716,41.668548898558264]}"
1399,"{""type"":""Point"",""coordinates"":[-108.40929948062491,38.65379401591761]}"
1400,"{""type"":""Point"",""coordinates"":[-117.6844075155042,48.905003429891124]}"
1401,"{""type"":""Point"",""coordinates"":[-112.75219360775257,36.747802068035774]}"
1402,"{""type"":""Point"",""coordinates"":[-108.91305884951207,42.33957377415516]}"
1403,"{""type"":""Point"",""coordinates"":[-108.94221003972311,40.8064092198189]}"
1404,"{""type"":""Point"",""coordinates"":[-106.75222858932946,35.70601475925581]}"
1405,"{""type"":""Point"",""coordinates"":[-113.646520198751,45.15059460261583]}"
1406,"{""type"":""Point"",""coordinates"":[-116.40185074398609,47.127126408713906]}"
1407,"{""type"":""Point"",""coordinates"":[-113.86715506497443,46.756218086873204]}"
1408,"{""type"":""Point"",""coordinates"":[-110.81540728764963,46.785786766968705]}"
1409,"{""type"":""Point"",""coordinates"":[-109.76018541821779,43.14357924130841]}"
1410,"{""type"":""Point"",""coordinates"":[-106.77583911689175,37.64742424061659]}"
1411,"{""type"":""Point"",""coordinates"":[-109.27063588503249,44.512400497506626]}"
1412,"{""type"":""Point"",""coordinates"":[-105.36550440496164,38.38584473312665]}"
1413,"{""type"":""Point"",""coordinates"":[-105.26664401156164,38.11083450632855]}"
1414,"{""type"":""Point"",""coordinates"":[-106.41355709745312,40.36203556286597]}"
1415,"{""type"":""Point"",""coordinates"":[-118.9280056744574,48.33508971557381]}"
1416,"{""type"":""Point"",""coordinates"":[-106.23450500037151,37.29199010612641]}"
1417,"{""type"":""Point"",""coordinates"":[-115.99301139155395,47.93981008866518]}"
1418,"{""type"":""Point"",""coordinates"":[-108.23305414389662,39.210565401437464]}"
1419,"{""type"":""Point"",""coordinates"":[-106.56741868395515,42.23065084778455]}"
